Country,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Guyana,GUY,297.68,315.39,321.55,282.30,305.37,327.12,344.17,370.16,334.84,358.32,379.90,395.20,395.29,420.67,588.14,663.40,602.62,590.07,658.44,683.33,773.18,729.61,616.96,628.19,564.53,588.61,660.15,468.14,551.26,509.37,533.54,468.16,499.03,602.14,712.71,816.54,927.19,988.34,951.91,926.74,954.40,955.67,974.95,997.21,1056.42,1105.51,3188.67,3658.48,4050.79,4233.77,4580.70,4908.57,5378.81,5489.14,5407.15,5576.83,5811.40,6124.95,6145.82,6609.51,6955.94
High income,HIC,1402.80,1466.13,1562.41,1661.97,1791.85,1923.15,2086.92,2216.60,2380.13,2592.63,2804.84,3077.67,3534.20,4235.00,4730.02,5230.16,5651.86,6348.48,7545.21,8649.94,9581.84,9647.93,9484.75,9723.46,10074.85,10507.94,12673.20,14588.98,16316.18,16948.66,18902.34,19833.20,21205.53,21200.18,22653.96,24946.59,24990.56,24401.12,24331.37,25402.39,25762.62,25346.31,26232.14,29219.49,32302.80,33925.21,35552.59,38564.24,40653.00,37841.97,39411.98,42348.82,42143.61,42400.67,43066.09,40474.32,41112.51,42754.56,45240.56,45462.37,44003.41
"Hong Kong SAR, China",HKG,429.44,436.75,487.82,565.73,629.59,676.81,685.93,723.24,714.48,825.52,960.03,1106.47,1384.74,1893.18,2144.61,2252.11,2850.01,3429.42,3923.94,4569.45,5700.41,5991.32,6133.78,5595.24,6208.23,6542.93,7435.03,9071.33,10609.75,12097.78,13485.54,15465.86,17976.43,20395.52,22502.58,23497.49,24818.15,27330.03,25808.97,25091.67,25756.66,25230.22,24665.89,23977.02,24928.10,26649.75,28224.22,30594.02,31515.66,30697.34,32550.00,35142.49,36730.88,38403.78,40315.29,42431.89,43731.11,46165.86,48542.68,48354.47,46323.86
Honduras,HND,164.64,169.91,179.88,185.05,200.43,216.82,227.74,240.55,252.58,253.27,266.14,261.25,278.62,307.34,338.16,356.46,414.62,497.94,895.65,993.73,1078.81,1066.17,1091.00,1110.48,1183.03,1232.87,1287.41,1362.89,1262.07,1128.28,993.48,911.75,942.61,913.30,836.60,936.67,887.69,948.95,1023.46,1002.72,1080.51,1120.55,1122.09,1145.50,1204.48,1296.69,1420.13,1572.06,1727.79,1777.27,1891.16,2073.90,2129.52,2088.10,2190.65,2286.20,2326.30,2436.67,2492.87,2556.46,2389.01
Heavily indebted poor countries (HIPC),HPC,107.70,107.93,114.70,135.07,117.74,134.12,142.40,135.96,140.20,151.78,154.96,162.51,172.36,203.01,240.97,268.07,277.15,317.27,356.92,388.64,403.28,388.55,379.97,351.51,342.08,349.85,393.85,427.91,414.14,388.84,394.11,387.01,350.50,352.78,290.75,329.60,347.39,352.00,362.55,354.54,373.99,353.50,369.88,406.92,455.90,509.37,584.16,681.34,788.28,764.39,808.89,871.57,877.23,957.30,984.87,919.25,905.34,948.74,984.86,985.19,968.69
Croatia,HRV,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4917.09,5283.01,5312.37,5691.11,5246.94,4887.71,5412.93,6293.23,8129.79,9747.44,10621.51,11797.47,14046.32,16416.59,14653.04,14067.52,14757.18,13401.66,13837.73,13762.37,11933.38,12527.74,13629.29,15227.56,15311.77,14134.16
Haiti,HTI,70.66,68.76,70.14,71.96,77.86,82.95,84.99,83.41,81.59,85.30,70.83,76.26,76.90,94.90,113.00,133.75,169.31,178.86,180.27,195.75,245.22,256.25,249.43,268.29,293.19,317.08,357.80,309.30,386.78,396.69,439.94,483.87,308.37,251.75,285.12,363.27,368.63,415.77,455.54,499.30,805.03,735.52,692.03,542.33,667.28,781.28,804.52,1002.89,1086.94,1183.60,1191.97,1287.95,1337.34,1432.84,1435.14,1386.85,1290.38,1369.06,1479.35,1312.77,1272.37
Hungary,HUN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3350.26,3735.11,3873.99,4173.37,4494.71,4525.04,4596.18,4744.21,4793.48,4624.28,5276.03,6655.33,8421.10,10303.70,11225.93,11493.10,13944.97,15777.19,13081.79,13223.08,14240.26,12989.18,13719.95,14298.83,12720.71,13107.38,14623.70,16427.37,16735.66,15980.74
IBRD only,IBD,168.10,157.93,159.00,166.71,184.50,198.02,199.66,200.35,206.71,225.46,239.49,255.39,281.18,356.25,439.71,465.61,495.04,550.74,582.93,684.47,795.62,842.53,818.59,790.47,790.58,823.90,841.91,845.27,894.04,895.45,1012.92,967.02,1008.86,1074.80,1172.54,1312.45,1414.09,1479.70,1418.37,1364.36,1467.36,1468.55,1474.48,1639.77,1933.98,2288.36,2684.99,3302.86,3924.59,3769.58,4533.33,5298.86,5574.11,5827.10,5963.15,5534.68,5526.65,6042.98,6366.56,6461.33,6149.36
IDA & IBRD total,IBT,155.95,148.55,150.54,158.84,172.21,185.31,188.00,188.07,193.90,211.54,226.59,238.86,260.43,325.33,404.33,433.00,457.52,506.06,538.09,628.99,729.94,805.39,775.65,730.97,720.82,748.29,761.21,768.40,801.42,799.02,897.75,858.84,888.70,936.09,1010.56,1129.73,1216.88,1268.43,1217.36,1173.36,1260.69,1257.60,1265.07,1401.63,1646.57,1938.96,2269.44,2769.66,3279.65,3145.78,3752.44,4322.64,4532.17,4733.56,4841.12,4494.16,4461.25,4840.47,5080.88,5144.35,4891.09
IDA total,IDA,97.72,100.75,105.97,116.19,110.62,121.22,128.18,125.85,129.20,141.33,159.93,156.44,159.38,178.67,235.21,274.33,278.12,295.86,326.69,371.15,427.51,614.12,564.21,459.20,411.97,417.76,412.99,436.13,409.54,393.90,417.02,412.08,398.79,377.27,365.37,410.88,450.66,457.17,455.13,458.28,496.82,487.77,511.29,555.40,638.39,729.02,849.44,971.03,1132.84,1096.53,1220.83,1197.32,1235.89,1315.02,1375.94,1320.37,1253.71,1268.09,1313.77,1340.36,1310.68
IDA blend,IDB,100.20,104.73,109.32,112.88,120.14,127.18,134.84,132.06,135.79,151.31,202.55,183.18,200.27,207.94,291.53,325.88,381.83,390.57,411.79,490.15,609.75,1138.37,1009.30,743.09,618.81,603.32,528.03,524.52,523.08,489.97,525.32,513.45,502.30,439.89,430.60,491.96,529.14,526.53,506.80,516.48,573.90,559.59,604.16,663.87,789.52,922.29,1127.16,1269.36,1472.56,1363.48,1556.52,1742.47,1882.61,1997.37,2093.66,1972.08,1795.21,1723.16,1759.50,1777.85,1674.92
Indonesia,IDN,null,null,null,null,null,null,null,53.54,65.05,74.60,79.71,79.18,90.88,131.02,202.50,233.12,278.20,333.69,365.92,356.92,491.58,566.58,583.67,512.96,525.33,516.96,474.86,442.22,481.78,530.00,585.08,631.78,681.94,827.91,912.20,1026.39,1137.41,1063.71,463.95,671.10,780.19,748.26,900.18,1065.65,1150.26,1263.29,1589.80,1860.00,2166.85,2261.25,3122.36,3643.05,3694.36,3623.93,3491.64,3331.70,3562.82,3837.58,3893.86,4135.20,3869.59
IDA only,IDX,99.64,101.94,107.66,121.76,109.20,122.03,128.85,126.68,129.94,140.69,142.68,147.38,142.90,168.87,212.75,255.55,231.04,253.90,290.66,317.54,340.27,342.01,332.68,312.38,305.73,322.60,355.56,392.96,352.53,345.77,362.56,361.33,346.84,346.86,333.55,371.09,412.47,423.74,430.91,430.64,459.54,453.22,465.95,502.31,563.84,633.31,710.94,822.46,963.64,963.67,1053.21,923.50,910.30,970.94,1013.49,990.85,979.69,1037.69,1088.07,1118.85,1126.93
Isle of Man,IMN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12681.61,14036.08,15991.23,18450.48,20624.80,20322.68,21351.12,24864.44,29522.28,35494.67,37766.68,42107.84,54196.30,70986.30,65029.02,69767.34,77349.23,79148.33,83357.13,92334.65,85126.97,82197.13,83477.83,89112.67,86481.55,null
India,IND,82.19,85.35,89.88,101.13,115.54,119.32,90.00,96.34,99.88,107.62,112.43,118.60,122.98,143.78,163.48,158.04,161.09,186.21,205.69,224.00,266.58,270.47,274.11,291.24,276.67,296.44,310.47,340.42,354.15,346.11,367.56,303.06,316.95,301.16,346.10,373.77,399.95,415.49,413.30,442.00,443.31,451.57,470.99,546.73,627.77,714.86,806.75,1028.33,998.52,1101.96,1357.56,1458.10,1443.88,1449.61,1573.89,1605.61,1732.55,1980.67,1996.92,2100.75,1927.71
Not classified,INX,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Ireland,IRL,685.61,739.28,797.01,852.14,965.14,1023.77,1074.51,1152.00,1124.52,1291.35,1486.51,1703.93,2080.47,2424.27,2516.93,2973.40,2919.58,3427.07,4399.99,5429.96,6372.44,5986.15,6160.64,5915.24,5692.03,6011.74,8112.17,9581.91,10715.87,11175.82,14031.30,14087.21,15714.38,14657.06,15902.93,19158.46,20835.90,22551.11,24294.85,26329.21,26269.18,28257.94,32550.28,41112.75,47666.55,50914.03,54283.68,61318.47,61103.51,51927.23,48607.94,52108.83,49028.83,51518.39,55525.90,61987.55,62818.97,69601.68,79068.97,80886.62,85267.76
"Iran, Islamic Rep.",IRN,191.68,196.93,203.44,208.13,221.32,248.34,264.98,287.08,318.99,350.91,384.94,468.96,570.35,876.27,1453.73,1581.93,2017.41,2315.89,2168.87,2427.47,2441.44,2499.99,3008.15,3583.33,3568.66,3805.58,4244.69,2617.70,2318.46,2197.96,2214.33,null,null,1067.31,1185.69,1569.26,1932.81,1804.34,1723.84,1756.90,1670.01,1909.41,1911.68,2253.94,2756.20,3246.05,3774.36,4904.67,5717.31,5709.95,6599.66,7781.41,7927.84,6018.32,5585.53,4904.33,5253.43,5520.31,3598.48,3114.62,2422.48
Iraq,IRQ,null,null,254.70,250.79,288.16,null,null,null,312.82,313.82,330.89,376.89,388.11,468.85,1018.10,1151.82,1471.15,1591.88,1847.67,2852.11,3850.26,2693.16,2936.60,2747.97,3090.00,3113.00,2970.79,3492.28,3773.38,3873.62,10356.90,22.80,30.09,54.44,204.27,639.92,502.03,968.53,932.31,1617.47,2058.26,1494.39,1320.73,854.83,1391.96,1855.52,2373.21,3182.84,4636.64,3853.83,4657.28,6045.49,6836.07,7076.55,6637.68,4688.32,4550.66,4985.45,5915.85,5980.63,4145.86
Iceland,ISL,1414.98,1418.13,1562.23,1831.71,2297.92,2723.52,3215.69,3125.65,2354.48,2039.20,2576.35,3252.10,4014.84,5437.34,7040.55,6454.18,7583.28,9957.25,11236.74,12640.64,14821.81,15137.25,13711.74,11671.81,11959.54,12361.19,16406.05,22453.19,24451.97,22434.35,25384.91,26802.99,27124.27,23579.80,24018.63,26633.59,27614.87,27919.16,31030.05,32381.63,32096.37,28897.44,32409.22,39476.70,47334.93,56794.85,57492.93,69495.73,56943.37,41301.27,43237.07,47714.59,45995.55,49804.98,54576.74,52951.68,61987.93,72010.15,74469.80,68941.46,59270.18
Israel,ISR,1229.17,1436.38,1094.64,1257.81,1375.89,1429.31,1513.88,1468.12,1647.88,1852.39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18143.50,19357.11,19663.04,19427.08,19129.19,21061.48,20316.25,18439.65,18991.38,19910.61,20585.14,21853.14,24952.55,29650.77,27780.46,30780.02,33775.51,32667.61,36499.46,37847.65,35808.44,37330.26,40774.13,42063.45,43951.25,44168.94
Italy,ITA,804.49,887.34,990.26,1126.02,1222.54,1304.45,1402.44,1533.69,1651.94,1813.39,2106.86,2305.61,2671.14,3205.25,3621.15,4106.99,4033.10,4603.60,5610.50,6990.29,8456.92,7622.83,7556.52,7832.58,7739.72,7990.69,11315.02,14234.73,15744.66,16386.66,20825.78,21956.53,23243.47,18738.76,19337.63,20664.55,23081.60,21829.35,22318.14,21997.62,20087.59,20483.22,22270.14,27465.68,31259.72,32043.14,33501.66,37822.67,40778.34,37079.76,36000.52,38599.06,35053.53,35549.97,35518.42,30230.23,30939.71,32326.67,34605.26,33641.63,31714.22
Jamaica,JAM,429.25,453.06,463.89,485.24,518.81,553.45,615.96,636.62,593.62,644.06,748.96,808.63,968.97,968.96,1188.55,1410.45,1443.05,1561.74,1255.73,1137.03,1238.84,1356.02,1474.24,1593.18,1029.14,899.26,1168.10,1383.76,1602.20,1832.76,1897.69,1683.33,1436.57,2189.53,2173.17,2596.01,2889.78,3250.90,3368.19,3375.67,3392.12,3437.66,3609.20,3480.51,3733.80,4103.60,4331.29,4623.75,4928.13,4335.18,4704.05,5111.47,5209.86,4989.73,4834.28,4907.93,4843.75,5070.10,5359.99,5369.50,4664.53
Jordan,JOR,null,null,null,null,null,511.10,519.37,458.13,374.08,432.15,371.57,374.89,418.58,484.34,596.42,659.77,804.80,962.01,1163.01,1420.57,1644.26,1778.87,1825.83,1841.87,1783.73,1721.98,2122.97,2157.10,1927.56,1241.70,1166.61,1155.23,1335.29,1334.23,1414.34,1466.04,1463.89,1494.51,1600.40,1619.54,1651.62,1720.36,1802.06,1876.26,2044.96,2183.39,2513.03,2735.38,3455.77,3559.69,3736.65,3852.89,3910.35,4044.43,4131.45,4164.11,4175.36,4231.52,4308.15,4405.49,4282.77
Japan,JPN,475.32,568.91,639.64,724.69,843.62,928.52,1068.56,1239.32,1451.34,1684.66,2056.12,2272.08,2967.04,3974.75,4353.82,4674.45,5197.62,6335.29,8820.69,9103.56,9463.35,10360.18,9575.61,10421.21,10978.92,11576.69,17113.26,20748.99,25059.01,24822.78,25371.46,28915.01,31414.98,35681.96,39933.52,44197.62,39150.04,35638.23,32423.76,36610.17,39169.36,34406.18,32820.79,35387.04,38298.98,37812.90,35991.55,35779.02,39876.30,41309.00,44968.16,48760.08,49145.28,40898.65,38475.40,34960.64,39400.74,38891.09,39808.17,40777.61,40193.25
Kazakhstan,KAZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1647.46,1514.92,1515.74,1429.08,1316.18,1288.19,1350.31,1445.50,1468.67,1130.12,1229.00,1490.93,1658.03,2068.12,2874.29,3771.28,5291.58,6771.41,8458.02,7165.22,9070.49,11634.00,12386.70,13890.63,12807.26,10510.77,7714.84,9247.58,9812.63,9812.60,9122.23
Kenya,KEN,97.45,94.65,100.39,103.78,108.29,104.71,118.21,120.99,128.40,133.67,141.88,151.83,173.49,199.11,227.11,240.08,246.49,307.02,348.81,394.64,442.54,401.70,362.62,324.40,323.37,308.65,351.03,372.78,377.16,361.15,361.33,332.42,324.14,220.07,265.23,325.78,421.34,445.88,465.91,414.68,397.48,395.33,389.54,429.79,451.67,511.62,685.95,825.67,902.07,1035.34,1080.30,1085.49,1271.82,1354.82,1462.22,1464.55,1525.24,1633.49,1794.09,1912.65,1878.58
Kyrgyz Republic,KGZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,609.17,575.64,513.04,449.07,372.31,364.23,394.86,376.43,345.14,258.05,279.62,308.41,321.73,380.51,433.23,476.55,543.11,721.77,966.39,871.22,880.04,1123.88,1177.97,1282.44,1279.77,1121.08,1120.67,1242.77,1308.14,1374.03,1173.61
Cambodia,KHM,111.34,109.46,109.48,117.82,123.65,134.30,138.84,144.01,157.19,142.27,102.68,135.85,69.23,94.36,78.11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,254.12,270.54,322.93,319.29,304.76,268.99,295.90,300.61,321.15,338.99,362.34,408.51,474.11,539.75,631.53,745.61,738.05,785.50,882.28,950.88,1013.42,1093.50,1162.90,1269.59,1385.26,1512.13,1643.12,1543.67
Kiribati,KIR,null,null,null,null,null,null,null,null,null,null,279.52,293.94,358.82,592.08,1576.12,999.42,735.12,682.68,784.72,728.94,652.92,688.34,666.35,612.90,657.36,502.04,489.83,499.80,622.00,580.39,549.90,644.78,638.49,619.72,715.20,724.92,842.99,842.24,801.08,832.02,796.80,735.07,826.92,1015.67,1131.15,1214.64,1168.47,1374.40,1428.13,1312.02,1516.76,1734.90,1788.69,1715.81,1642.82,1542.62,1584.74,1640.57,1727.85,1601.86,1653.54
St. Kitts and Nevis,KNA,241.54,243.83,246.10,253.98,268.72,276.25,299.25,353.30,314.66,348.13,363.21,441.11,517.73,546.14,711.04,753.63,681.82,1012.57,1131.12,1354.15,1584.67,1882.76,2013.02,2045.20,2336.69,2650.99,3150.63,3600.01,4250.06,4770.74,5396.40,5461.50,5950.63,6411.01,7092.11,7450.27,7862.70,8741.66,8866.57,9320.88,9565.95,10283.03,10650.85,10270.60,10942.73,11679.41,13614.42,14429.55,15592.87,15388.44,15510.20,16539.77,16046.49,16685.95,18051.18,18028.97,19541.13,20384.75,20567.50,22046.69,18437.75
"Korea, Rep.",KOR,158.25,93.83,106.15,146.31,123.60,108.72,133.47,161.16,198.43,243.42,279.30,301.18,324.20,406.90,563.36,617.46,834.13,1055.88,1405.82,1783.62,1715.43,1883.45,1992.53,2198.93,2413.26,2482.40,2834.90,3554.60,4748.63,5817.03,6610.04,7636.98,8126.67,8884.93,10385.34,12564.78,13403.05,12398.48,8281.70,10672.42,12256.99,11561.25,13165.07,14672.86,16496.12,19402.50,21743.48,24086.41,21350.43,19143.85,23087.23,25096.26,25466.76,27182.73,29249.58,28732.23,29288.87,31616.84,33422.94,31936.80,31631.47
Kuwait,KWT,null,null,null,null,null,4443.45,4571.16,4230.85,4207.73,4019.80,3860.58,4858.73,5224.92,5971.80,13521.67,11768.47,12093.27,12253.87,12663.49,19093.02,20924.21,17408.52,14312.46,13233.84,13132.77,12356.88,9771.14,11535.17,10169.04,11617.11,8794.61,5419.59,null,null,null,16932.09,19358.37,17748.85,14166.16,15435.13,18440.38,16587.25,17846.38,22148.38,27011.65,35591.04,42781.56,45782.15,55494.93,37561.73,38577.50,48631.78,51979.12,49388.05,44062.34,29869.55,27653.16,29759.47,33399.06,32373.25,24811.77
Latin America & Caribbean (excluding high income),LAC,null,356.01,376.50,369.29,411.79,434.67,467.83,464.07,486.49,531.18,563.41,608.49,675.23,880.75,1128.82,1189.41,1264.93,1341.54,1491.26,1711.50,2020.80,2261.58,2043.17,1730.20,1711.38,1758.40,1738.39,1832.61,1988.39,2048.07,2424.68,2547.22,2718.23,3146.58,3673.47,3866.87,4152.32,4458.57,4410.88,3853.84,4198.21,4025.23,3572.77,3606.80,4063.21,4856.20,5604.95,6544.90,7484.52,6877.14,8504.58,9820.72,9674.23,9829.89,9776.35,8240.81,7930.90,8745.00,8408.17,8226.24,6779.20
Lao PDR,LAO,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,489.96,641.74,468.30,278.39,148.97,172.52,203.26,234.76,250.60,287.39,325.94,363.88,378.43,345.92,248.84,277.81,325.19,326.94,320.06,362.82,417.93,475.61,591.00,710.38,900.74,949.18,1141.24,1378.50,1581.63,1831.94,1999.96,2140.04,2324.40,2455.21,2569.09,2635.80,2629.71
Lebanon,LBN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1234.24,996.90,1012.65,1605.37,1899.65,2446.53,2820.49,3321.30,3791.61,4305.64,4669.59,4640.38,4491.64,4422.39,4579.46,4576.39,4630.79,4575.11,4626.85,5207.79,6111.33,7354.95,7761.64,7675.31,7952.15,7933.23,7687.76,7663.92,7653.73,7819.60,8058.44,7578.17,4649.55
Liberia,LBR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,306.83,306.71,306.47,243.09,286.06,294.89,336.12,396.60,478.40,470.95,513.45,596.90,675.01,747.87,739.91,721.58,740.91,721.09,710.27,672.34,632.94
Libya,LBY,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6514.32,7040.78,7284.92,6447.14,5892.62,5161.69,5536.87,5998.16,5243.60,6819.04,7142.77,6266.49,3703.04,4673.15,5800.59,8163.01,9336.35,11300.19,14382.60,10275.26,12064.77,5554.18,13025.28,10363.80,6466.91,4337.92,4035.20,5756.70,7877.12,7685.95,3699.29
St. Lucia,LCA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1445.92,1628.04,1515.31,1607.53,2023.25,2253.10,2646.99,2869.73,3221.48,3584.04,4199.64,4383.57,4755.10,4775.49,4919.38,5194.78,5300.35,5340.09,5733.83,5947.89,5950.05,5642.75,5646.46,6150.92,6591.65,6949.20,7669.21,7969.80,8456.69,8137.75,8540.07,8983.74,9086.39,9378.99,9843.31,10093.62,10362.35,11034.63,11353.72,11591.08,8804.56
Latin America & Caribbean,LCN,null,396.45,422.65,419.32,452.49,473.65,508.00,505.14,528.60,576.03,612.96,667.26,732.69,951.72,1205.21,1235.05,1323.84,1421.31,1575.68,1828.52,2173.19,2428.90,2203.20,1888.93,1849.80,1889.49,1866.37,1934.67,2116.75,2141.13,2506.95,2643.12,2835.09,3233.10,3731.39,3985.98,4243.11,4578.00,4548.25,4042.80,4399.84,4245.03,3759.81,3785.98,4308.35,5145.04,5957.00,6934.95,7965.30,7401.66,9074.47,10203.75,10198.05,10340.08,10433.36,8630.86,8352.06,9188.21,8905.58,8705.12,7244.66
Least developed countries: UN classification,LDC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,273.93,270.73,263.65,242.52,234.19,252.37,267.08,290.54,293.06,292.27,299.78,294.72,266.59,265.00,240.51,270.43,290.52,297.98,295.65,296.08,331.28,315.68,333.92,365.03,411.80,475.12,538.00,630.85,751.87,731.61,805.31,906.34,930.23,995.65,1048.00,1005.36,971.75,1039.60,1053.01,1071.58,1053.75
Low income,LIC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,361.90,364.42,343.34,327.59,348.98,396.95,454.19,367.02,363.65,381.43,384.12,360.17,366.42,350.71,384.40,414.46,433.33,432.52,428.00,486.81,472.74,492.48,522.90,595.97,690.49,777.95,910.71,1060.48,1043.55,1125.39,765.85,710.35,712.42,744.43,715.93,646.10,665.30,674.35,692.18,691.17
Liechtenstein,LIE,null,null,null,null,null,null,null,null,null,null,4236.33,4827.13,5637.92,7355.08,8439.58,10513.21,11385.70,12412.43,17499.13,19761.25,20660.02,19507.37,19677.02,19560.81,18596.17,19390.13,28287.06,37824.44,41292.26,39368.73,49373.61,50886.38,55197.55,55794.33,64051.23,78631.70,79863.28,72208.93,76757.30,81307.07,74853.94,74287.41,79345.75,89859.87,100289.24,105399.26,114374.25,130655.64,143264.06,126096.61,141192.53,158130.46,149010.22,173030.21,178864.85,167313.27,165642.39,171253.96,180366.72,175813.88,null
Sri Lanka,LKA,142.78,142.84,138.54,117.07,120.71,152.85,153.90,159.51,150.90,160.91,183.93,185.86,196.42,217.00,264.75,275.63,256.29,287.56,188.06,227.51,267.67,289.13,307.64,328.65,378.94,369.58,390.35,401.48,413.46,408.45,463.62,513.26,547.05,576.78,647.58,714.23,756.66,817.06,850.81,838.88,869.70,832.80,867.49,982.20,1065.78,1248.70,1435.82,1630.39,2037.32,2090.40,2799.65,3200.86,3350.52,3610.29,3819.25,3843.78,3886.29,4077.04,4059.21,3852.27,3680.67
Lower middle income,LMC,90.82,93.96,93.29,101.43,111.31,117.43,105.52,110.17,116.05,126.06,136.16,140.13,149.06,179.12,233.40,253.14,275.05,308.80,332.51,373.18,442.09,518.56,520.91,502.20,483.81,502.81,521.94,499.34,497.47,486.49,511.98,471.83,490.19,485.25,512.98,571.22,626.10,628.10,561.91,596.24,616.52,619.42,651.01,735.59,839.31,959.65,1119.89,1353.27,1508.77,1509.03,1806.54,2030.28,2098.93,2105.31,2157.09,2081.02,2139.54,2268.42,2267.55,2354.58,2217.21
Low & middle income,LMY,150.58,142.13,143.16,151.26,165.58,178.92,181.14,181.28,186.90,204.05,218.45,229.63,251.24,312.74,388.63,421.38,443.60,488.73,519.98,604.84,697.72,768.52,742.81,702.58,696.50,724.11,738.41,748.64,777.49,778.35,874.10,826.61,850.71,897.89,969.74,1075.98,1159.94,1207.96,1153.19,1111.77,1196.88,1191.36,1205.30,1340.09,1570.04,1845.44,2160.80,2638.48,3116.84,3002.53,3590.20,4166.14,4372.93,4573.99,4666.54,4371.29,4339.35,4705.60,4933.14,4999.99,4754.82
Lesotho,LSO,41.30,41.86,48.16,53.09,57.47,59.50,60.20,61.58,62.46,65.58,66.81,72.66,75.12,109.88,133.42,128.84,123.71,157.35,210.68,222.73,322.00,315.13,246.40,266.19,223.64,176.02,204.18,252.30,288.41,297.26,350.06,404.20,466.27,458.55,471.84,527.70,489.13,507.10,464.80,451.93,436.49,405.61,382.19,573.65,753.38,842.81,904.61,846.54,889.13,874.73,1119.84,1287.27,1229.64,1166.91,1194.58,1146.06,1018.93,1102.94,1192.48,1113.37,875.35
Late-demographic dividend,LTE,173.80,157.57,158.40,169.44,181.95,199.96,217.45,213.64,212.50,231.47,257.29,279.42,314.15,396.67,457.79,494.94,525.11,600.23,615.62,721.78,813.96,842.12,843.67,763.79,786.39,838.78,879.93,914.33,982.81,993.59,1053.22,1048.14,1062.02,1094.25,1258.00,1542.07,1684.14,1746.56,1666.23,1526.77,1663.80,1707.58,1797.57,2034.63,2430.71,2914.91,3495.71,4377.10,5406.61,5192.28,6195.04,7500.79,7966.78,8525.52,8789.77,8188.26,8156.79,8992.62,9805.57,9945.17,9683.43
Lithuania,LTU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2167.79,2327.43,2830.28,3166.67,3113.18,3293.23,3525.79,4141.59,5499.43,6700.33,7854.77,9230.71,12285.45,14945.00,11820.78,11987.51,14376.95,14367.71,15729.65,16551.02,14258.23,14998.13,16843.70,19176.81,19575.77,20233.64
Luxembourg,LUX,2242.02,2222.37,2311.80,2441.04,2755.63,2780.09,2900.43,2909.66,3175.37,3658.90,4298.03,4435.40,5486.72,7447.21,8966.73,8701.30,9490.69,10486.34,13034.39,15204.33,16531.11,13837.13,12590.98,12374.03,12126.94,12481.97,18149.87,22443.43,25219.35,26618.07,33465.48,35747.34,39570.86,40066.72,43933.24,51032.35,50444.36,46641.64,47445.38,50855.27,48538.78,48398.23,52754.27,65544.59,76404.42,80957.94,90712.80,107338.87,119932.24,108987.68,110777.91,118869.30,112591.12,119966.03,123514.20,105419.61,106826.73,109921.03,117197.48,113218.71,116014.60
Latvia,LVA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2329.58,2431.71,2683.24,2973.53,3151.58,3361.64,3578.00,4136.93,5145.20,6378.67,7594.90,9723.45,14113.53,16467.14,12331.93,11420.99,13338.96,13847.34,15007.49,15721.45,13780.91,14322.02,15656.35,17856.31,17926.84,17726.25
